name,wilaya,zone,date,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,WS10M,WS50M,T2M,RH2M,PRECTOTCORR
Annaba,Annaba,Tell/Coastal,20200310,2.737,5.4754,2.0609,8.64,10.65,13.92,71.5,5.88
Annaba,Annaba,Tell/Coastal,20200311,5.3357,5.623,7.2233,3.92,4.98,14.77,74.95,3.04
Annaba,Annaba,Tell/Coastal,20200312,5.6791,5.9239,7.7201,2.98,4.08,16.64,63.6,0.0
Annaba,Annaba,Tell/Coastal,20200313,5.046,5.7226,5.8654,3.0,4.27,17.38,70.31,0.0
Annaba,Annaba,Tell/Coastal,20200314,4.6056,5.5642,3.5371,3.26,3.95,15.08,85.31,0.04
Annaba,Annaba,Tell/Coastal,20200315,5.67,5.9364,7.7388,3.14,4.0,15.27,73.17,0.06
Annaba,Annaba,Tell/Coastal,20200316,2.6107,5.347,0.5861,4.09,5.99,18.11,71.09,1.51
Annaba,Annaba,Tell/Coastal,20200317,3.8136,5.4122,0.7906,6.22,8.28,16.32,75.04,0.38
Annaba,Annaba,Tell/Coastal,20200318,3.7409,5.2742,0.5971,4.7,6.08,15.82,79.86,0.03
Annaba,Annaba,Tell/Coastal,20200319,4.1582,5.743,2.6887,3.87,4.94,14.82,79.53,0.02
Annaba,Annaba,Tell/Coastal,20200320,5.5622,5.5992,4.4885,4.52,6.27,16.46,72.16,0.1
Annaba,Annaba,Tell/Coastal,20200321,0.8628,5.1084,0.0672,5.68,6.93,14.51,87.71,10.02
Annaba,Annaba,Tell/Coastal,20200322,2.2675,5.592,0.4541,3.21,3.93,14.67,84.61,3.61
Annaba,Annaba,Tell/Coastal,20200323,4.7587,5.9347,2.563,4.42,5.49,15.14,80.08,0.03
Annaba,Annaba,Tell/Coastal,20200324,1.7988,5.6628,0.3427,9.47,11.19,13.11,83.3,3.26
Annaba,Annaba,Tell/Coastal,20200325,2.3568,6.2458,1.0937,7.25,8.85,10.46,73.55,11.05
Annaba,Annaba,Tell/Coastal,20200326,5.3494,6.5146,4.566,4.52,5.57,11.51,64.36,3.05
Annaba,Annaba,Tell/Coastal,20200327,4.6829,6.481,3.4505,4.5,5.37,11.32,77.76,7.3
Annaba,Annaba,Tell/Coastal,20200328,5.0695,6.4205,3.9931,2.8,3.17,13.19,70.39,0.21
Annaba,Annaba,Tell/Coastal,20200329,3.3518,6.3883,1.375,4.14,4.97,12.84,80.18,5.63
Annaba,Annaba,Tell/Coastal,20200330,5.5716,6.391,5.3136,4.0,5.12,14.53,77.97,1.99
Annaba,Annaba,Tell/Coastal,20200331,3.5762,6.361,1.2509,4.19,5.97,15.07,73.9,0.35
Annaba,Annaba,Tell/Coastal,20200401,3.4997,6.1027,0.2443,5.24,6.64,15.28,77.4,0.28
Annaba,Annaba,Tell/Coastal,20200402,4.4352,6.4366,2.3112,2.68,3.34,14.74,81.2,1.4
Annaba,Annaba,Tell/Coastal,20200403,3.3566,6.6691,0.797,3.78,4.56,13.6,83.73,1.9
Annaba,Annaba,Tell/Coastal,20200404,5.5202,6.959,4.9786,3.62,4.31,13.89,70.33,0.19
Annaba,Annaba,Tell/Coastal,20200405,6.8424,7.1438,8.4017,2.75,3.22,13.96,67.79,0.0
Annaba,Annaba,Tell/Coastal,20200406,6.9754,7.0128,9.3228,3.55,4.19,14.47,69.81,0.0
Annaba,Annaba,Tell/Coastal,20200407,6.7718,7.0843,7.6109,3.55,4.59,14.99,74.34,0.0
Annaba,Annaba,Tell/Coastal,20200408,6.791,7.0416,7.7916,3.56,4.43,14.9,76.74,0.02
Annaba,Annaba,Tell/Coastal,20200409,6.6924,7.0418,7.7467,3.3,4.28,15.37,76.34,0.01
Annaba,Annaba,Tell/Coastal,20200410,5.5697,6.9235,3.671,3.4,4.55,16.04,80.0,0.08
Annaba,Annaba,Tell/Coastal,20200411,4.571,6.9106,2.5039,3.28,4.31,16.42,80.76,0.0
Annaba,Annaba,Tell/Coastal,20200412,5.9626,7.0061,5.0686,3.81,5.33,17.76,74.46,0.02
Annaba,Annaba,Tell/Coastal,20200413,4.8199,6.7183,1.4933,3.85,5.28,18.38,70.46,0.0
Annaba,Annaba,Tell/Coastal,20200414,6.1457,6.6646,3.9281,3.99,5.5,17.23,80.3,0.0
Annaba,Annaba,Tell/Coastal,20200415,5.0642,6.8527,2.0568,4.79,6.93,18.97,72.53,0.0
Annaba,Annaba,Tell/Coastal,20200416,6.6708,6.9122,5.4679,3.32,4.83,18.45,76.64,0.0
Annaba,Annaba,Tell/Coastal,20200417,6.3845,6.9346,4.4434,2.71,4.31,21.67,68.96,9.99
Annaba,Annaba,Tell/Coastal,20200418,4.5787,6.7008,1.1786,3.69,5.68,19.57,85.13,12.98
Annaba,Annaba,Tell/Coastal,20200419,2.0114,6.78,0.0823,4.16,6.68,20.56,72.34,1.62
Annaba,Annaba,Tell/Coastal,20200420,1.4885,5.957,0.0821,8.7,11.01,17.3,89.6,12.76
Annaba,Annaba,Tell/Coastal,20200421,6.5666,7.2046,5.5932,9.18,11.62,17.39,76.96,5.9
Annaba,Annaba,Tell/Coastal,20200422,5.4658,7.4174,4.2406,2.91,3.65,16.19,77.26,4.59
Annaba,Annaba,Tell/Coastal,20200423,3.9686,7.5319,2.6374,2.71,3.32,16.47,77.44,0.44
Annaba,Annaba,Tell/Coastal,20200424,6.8964,7.5098,6.7414,2.6,3.37,17.0,77.95,0.03
Annaba,Annaba,Tell/Coastal,20200425,2.6462,6.9137,0.0722,4.14,5.62,18.05,77.81,0.1
Annaba,Annaba,Tell/Coastal,20200426,4.7398,7.0344,1.7357,3.08,4.32,17.88,84.08,1.66
Annaba,Annaba,Tell/Coastal,20200427,6.7694,7.5857,6.0907,3.06,4.21,17.91,78.38,0.18
Annaba,Annaba,Tell/Coastal,20200428,5.31,7.283,2.0424,3.77,4.7,16.71,81.36,16.52
Annaba,Annaba,Tell/Coastal,20200429,6.719,7.6339,6.0962,3.19,4.23,17.51,75.3,11.61
Annaba,Annaba,Tell/Coastal,20200430,7.596,8.0854,7.9356,3.89,5.38,18.16,70.78,0.0
Annaba,Annaba,Tell/Coastal,20200501,7.8713,7.9942,9.6058,3.98,5.66,18.91,69.47,0.0
Annaba,Annaba,Tell/Coastal,20200502,7.0322,7.8514,6.7025,4.49,6.35,19.17,73.99,0.0
Annaba,Annaba,Tell/Coastal,20200503,8.0124,8.0695,10.4249,2.78,3.78,20.13,69.0,0.0
Annaba,Annaba,Tell/Coastal,20200504,7.9351,8.1648,9.8544,3.5,5.21,21.23,64.58,0.0
Annaba,Annaba,Tell/Coastal,20200505,7.6126,7.8348,7.8154,3.16,4.64,23.15,58.74,0.0
Annaba,Annaba,Tell/Coastal,20200506,7.6361,7.7542,7.1664,4.37,6.57,20.55,76.44,0.0
Annaba,Annaba,Tell/Coastal,20200507,7.7698,7.926,7.4743,4.54,5.85,19.88,76.67,0.0
Annaba,Annaba,Tell/Coastal,20200508,7.5154,7.8247,5.9863,3.6,4.79,21.87,67.81,0.0
Annaba,Annaba,Tell/Coastal,20200509,3.8453,6.6974,0.1274,3.92,5.93,20.68,79.55,0.02
Annaba,Annaba,Tell/Coastal,20200510,5.5094,7.0673,1.9642,4.48,6.02,20.07,80.15,0.23
Annaba,Annaba,Tell/Coastal,20200511,8.2109,8.2404,10.2962,3.67,4.92,19.65,69.09,0.02
Annaba,Annaba,Tell/Coastal,20200512,7.5934,7.9284,6.8698,4.63,6.58,23.15,57.04,0.0
Annaba,Annaba,Tell/Coastal,20200513,3.5179,6.2362,0.0545,4.12,5.13,19.7,71.44,0.0
Annaba,Annaba,Tell/Coastal,20200514,5.9678,6.8093,1.8067,6.31,7.97,20.2,73.27,0.0
Annaba,Annaba,Tell/Coastal,20200515,3.5376,7.1616,0.0862,4.96,6.75,20.01,65.18,0.05
Annaba,Annaba,Tell/Coastal,20200516,4.4501,7.2792,1.1002,4.11,5.5,20.63,75.08,0.55
Annaba,Annaba,Tell/Coastal,20200517,4.4244,7.554,2.0753,4.62,5.83,18.92,83.75,5.27
Annaba,Annaba,Tell/Coastal,20200518,3.2021,7.6531,0.6245,5.34,6.72,18.62,79.73,6.0
Annaba,Annaba,Tell/Coastal,20200519,5.2008,7.9046,2.9359,7.49,9.68,18.75,75.76,1.79
Annaba,Annaba,Tell/Coastal,20200520,7.5578,8.1653,7.1842,5.4,7.74,20.43,70.05,0.01
Annaba,Annaba,Tell/Coastal,20200521,8.1773,8.3114,9.2947,3.71,5.12,20.59,70.63,0.0
Annaba,Annaba,Tell/Coastal,20200522,8.5243,8.5303,11.1444,2.52,3.34,21.31,67.82,0.0
Annaba,Annaba,Tell/Coastal,20200523,8.7065,8.7377,11.6717,3.35,4.35,21.45,62.51,0.0
Annaba,Annaba,Tell/Coastal,20200524,8.4514,8.6314,10.4618,2.43,3.1,20.69,80.07,0.01
Annaba,Annaba,Tell/Coastal,20200525,8.1017,8.441,8.6537,2.2,2.62,20.46,75.89,0.0
Annaba,Annaba,Tell/Coastal,20200526,8.3496,8.4036,10.2674,2.71,3.46,20.49,75.01,0.02
Annaba,Annaba,Tell/Coastal,20200527,7.7383,8.3918,8.5284,5.9,7.65,21.29,67.83,0.02
Annaba,Annaba,Tell/Coastal,20200528,8.3093,8.5922,9.9115,4.82,6.07,20.14,66.63,0.0
Annaba,Annaba,Tell/Coastal,20200529,7.1592,8.215,6.7133,3.19,4.06,20.47,75.69,0.02
Annaba,Annaba,Tell/Coastal,20200530,7.853,8.2774,7.7868,2.87,3.6,20.53,79.08,0.17
Annaba,Annaba,Tell/Coastal,20200531,7.4818,8.6736,6.1284,3.28,4.06,20.56,69.94,0.01
Annaba,Annaba,Tell/Coastal,20200601,5.7278,7.8005,3.0641,4.66,6.2,21.13,72.55,4.24
Annaba,Annaba,Tell/Coastal,20200602,8.4533,8.5178,9.7606,2.87,3.6,21.28,70.97,0.0
Annaba,Annaba,Tell/Coastal,20200603,8.2946,8.4343,9.4306,3.05,4.15,22.26,63.29,0.0
Annaba,Annaba,Tell/Coastal,20200604,8.3676,8.4766,9.479,5.14,7.26,23.74,65.07,2.89
Annaba,Annaba,Tell/Coastal,20200605,7.7496,8.5721,7.4542,7.26,8.91,20.9,74.92,0.47
Annaba,Annaba,Tell/Coastal,20200606,7.1844,8.4859,4.6956,3.76,5.06,21.77,68.69,0.02
Annaba,Annaba,Tell/Coastal,20200607,7.1755,7.7914,4.4551,4.34,6.22,22.79,69.75,8.47
Annaba,Annaba,Tell/Coastal,20200608,7.4693,8.3868,6.8057,4.17,5.34,21.66,74.69,1.92
Annaba,Annaba,Tell/Coastal,20200609,7.5084,8.4982,6.9144,3.51,3.96,20.29,72.43,1.03
Annaba,Annaba,Tell/Coastal,20200610,8.2733,8.6834,9.457,2.46,2.82,20.82,62.38,0.01
Annaba,Annaba,Tell/Coastal,20200611,8.2946,8.5788,9.426,3.23,4.28,22.17,60.24,0.0
Annaba,Annaba,Tell/Coastal,20200612,7.0637,8.2339,5.9292,4.4,5.94,23.41,66.54,3.04
Annaba,Annaba,Tell/Coastal,20200613,5.5166,8.1463,3.5333,3.3,4.21,21.36,80.02,4.48
Annaba,Annaba,Tell/Coastal,20200614,8.4943,8.6683,9.732,4.54,5.4,21.23,75.12,0.03
Annaba,Annaba,Tell/Coastal,20200615,8.7713,8.803,11.4038,3.85,4.86,21.95,66.7,0.0
Annaba,Annaba,Tell/Coastal,20200616,7.9963,8.6218,8.3369,2.57,3.2,22.4,61.85,0.0
Annaba,Annaba,Tell/Coastal,20200617,8.4672,8.5145,9.7954,3.79,4.72,22.21,75.36,0.0
Annaba,Annaba,Tell/Coastal,20200618,5.8589,8.0321,3.1632,2.58,3.39,23.22,70.87,0.02
Annaba,Annaba,Tell/Coastal,20200619,5.4689,7.668,2.3743,5.34,6.65,22.56,81.99,0.02
Annaba,Annaba,Tell/Coastal,20200620,8.5087,8.6743,10.3541,3.21,4.11,22.88,71.36,0.01
Annaba,Annaba,Tell/Coastal,20200621,8.5956,8.6177,10.7856,3.76,4.89,23.26,69.79,0.0
Annaba,Annaba,Tell/Coastal,20200622,8.2087,8.4622,9.2779,5.82,7.11,22.61,79.05,0.17
Annaba,Annaba,Tell/Coastal,20200623,8.5812,8.6726,11.1989,2.93,3.7,23.66,69.19,0.0
Annaba,Annaba,Tell/Coastal,20200624,8.3635,8.5344,9.9384,3.88,5.15,25.44,62.14,0.0
Annaba,Annaba,Tell/Coastal,20200625,7.903,8.1907,6.9422,3.05,3.98,25.68,67.5,0.34
Annaba,Annaba,Tell/Coastal,20200626,7.1938,7.8106,4.4954,2.6,3.41,24.79,76.5,0.58
Annaba,Annaba,Tell/Coastal,20200627,6.8758,7.7506,4.008,3.35,4.35,24.43,77.18,1.67
Annaba,Annaba,Tell/Coastal,20200628,8.2046,8.2339,8.9702,2.44,2.76,24.01,77.84,0.15
Annaba,Annaba,Tell/Coastal,20200629,8.3201,8.4871,9.317,2.42,2.75,24.24,75.98,0.01
Annaba,Annaba,Tell/Coastal,20200630,8.5003,8.5469,10.2024,3.13,4.23,26.38,62.94,0.0
Annaba,Annaba,Tell/Coastal,20200701,7.4117,7.817,4.9342,3.94,5.52,27.22,61.92,0.0
Annaba,Annaba,Tell/Coastal,20200702,8.3587,8.441,8.0866,2.78,3.49,26.69,64.35,0.0
Annaba,Annaba,Tell/Coastal,20200703,7.7038,8.1024,5.9237,3.96,4.86,25.23,75.36,0.01
Annaba,Annaba,Tell/Coastal,20200704,7.8247,8.5032,7.9682,5.53,6.53,23.85,65.68,0.01
Annaba,Annaba,Tell/Coastal,20200705,8.2766,8.5721,8.9832,4.73,5.55,23.77,67.67,0.0
Annaba,Annaba,Tell/Coastal,20200706,8.215,8.4264,9.6014,6.17,7.36,24.59,74.82,0.0
Annaba,Annaba,Tell/Coastal,20200707,8.3347,8.5481,9.9012,6.25,7.48,24.84,66.19,0.0
Annaba,Annaba,Tell/Coastal,20200708,8.329,8.5183,9.5659,3.36,3.72,23.95,68.38,0.0
Annaba,Annaba,Tell/Coastal,20200709,8.423,8.4629,9.3698,3.8,4.72,25.19,65.93,0.0
Annaba,Annaba,Tell/Coastal,20200710,7.962,8.1139,7.1587,3.96,5.43,26.72,63.01,0.0
Annaba,Annaba,Tell/Coastal,20200711,7.8005,8.0933,7.7114,4.52,5.92,27.66,64.22,0.44
Annaba,Annaba,Tell/Coastal,20200712,8.1146,8.1881,8.7612,3.31,4.2,26.36,76.35,0.64
Annaba,Annaba,Tell/Coastal,20200713,6.1968,7.6697,3.2239,2.97,3.49,26.01,68.38,0.11
Annaba,Annaba,Tell/Coastal,20200714,7.764,8.0938,7.5262,2.97,3.5,25.61,70.01,0.82
Annaba,Annaba,Tell/Coastal,20200715,6.5383,7.7563,4.5365,2.93,3.18,24.55,70.05,1.27
Annaba,Annaba,Tell/Coastal,20200716,7.8876,8.1706,8.8183,3.6,3.98,25.05,65.51,0.0
Annaba,Annaba,Tell/Coastal,20200717,7.0423,8.135,7.3118,3.69,4.1,24.28,67.01,0.0
Annaba,Annaba,Tell/Coastal,20200718,7.3714,8.2037,7.4314,4.11,4.66,24.43,66.27,0.0
Annaba,Annaba,Tell/Coastal,20200719,7.7426,8.1082,8.1521,3.24,3.52,24.33,69.95,0.0
Annaba,Annaba,Tell/Coastal,20200720,8.0256,8.2754,9.5434,3.83,4.76,26.58,64.44,0.0
Annaba,Annaba,Tell/Coastal,20200721,8.1034,8.2802,9.9197,3.89,5.1,27.31,61.71,0.02
Annaba,Annaba,Tell/Coastal,20200722,8.3774,8.4406,10.579,4.66,6.0,26.86,62.65,0.0
Annaba,Annaba,Tell/Coastal,20200723,7.8694,8.1667,8.5654,2.79,3.42,27.19,63.8,0.05
Annaba,Annaba,Tell/Coastal,20200724,7.5917,7.841,7.5175,3.5,4.37,26.29,77.67,0.41
Annaba,Annaba,Tell/Coastal,20200725,7.9505,8.0587,9.4961,2.56,3.18,27.04,66.5,0.0
Annaba,Annaba,Tell/Coastal,20200726,7.8132,7.9769,8.7907,3.24,4.15,28.06,61.83,0.0
Annaba,Annaba,Tell/Coastal,20200727,7.9442,8.1026,9.541,3.39,4.52,29.73,56.02,0.0
Annaba,Annaba,Tell/Coastal,20200728,8.0532,8.1934,9.8933,3.45,4.68,29.59,55.39,0.0
Annaba,Annaba,Tell/Coastal,20200729,7.9884,8.1034,9.3086,4.32,5.86,30.07,52.19,0.0
Annaba,Annaba,Tell/Coastal,20200730,8.0786,8.1403,9.9422,4.04,5.88,30.87,47.97,0.0
Annaba,Annaba,Tell/Coastal,20200731,7.7714,8.0623,8.3758,3.48,5.04,31.47,45.63,0.0
Annaba,Annaba,Tell/Coastal,20200801,7.8192,7.8751,8.5589,3.59,4.79,28.62,64.65,0.03
Annaba,Annaba,Tell/Coastal,20200802,7.427,7.7218,7.0829,2.81,3.58,28.49,67.25,0.03
Annaba,Annaba,Tell/Coastal,20200803,6.785,7.4232,5.5536,3.72,4.2,27.06,76.35,1.07
Annaba,Annaba,Tell/Coastal,20200804,5.0796,7.5413,4.3644,4.84,5.6,26.32,60.59,0.02
Annaba,Annaba,Tell/Coastal,20200805,7.8626,7.9418,9.9396,3.49,3.92,25.77,57.72,0.0
Annaba,Annaba,Tell/Coastal,20200806,7.9418,8.0076,10.4134,3.19,3.5,25.57,63.6,0.0
Annaba,Annaba,Tell/Coastal,20200807,7.9289,7.9973,10.2677,2.29,2.41,25.71,61.43,0.0
Annaba,Annaba,Tell/Coastal,20200808,7.8269,7.8787,10.062,2.88,3.15,26.37,64.94,0.0
Annaba,Annaba,Tell/Coastal,20200809,7.6145,7.7491,9.3451,2.9,3.29,26.83,63.51,0.0
Annaba,Annaba,Tell/Coastal,20200810,7.795,7.8132,10.1383,3.94,4.97,28.0,58.98,0.0
Annaba,Annaba,Tell/Coastal,20200811,7.2422,7.591,7.8696,4.93,6.52,29.29,56.36,0.01
Annaba,Annaba,Tell/Coastal,20200812,7.014,7.1484,6.6854,2.77,3.86,29.66,58.02,0.0
Annaba,Annaba,Tell/Coastal,20200813,5.5562,6.8818,3.5494,3.33,4.86,30.31,57.08,0.29
Annaba,Annaba,Tell/Coastal,20200814,6.0084,7.0279,4.4832,4.59,6.55,29.11,66.79,0.33
Annaba,Annaba,Tell/Coastal,20200815,4.1479,7.0248,1.4047,2.28,3.4,29.98,57.19,0.48
Annaba,Annaba,Tell/Coastal,20200816,5.9669,7.1004,4.3214,4.65,5.99,27.86,66.59,5.06
Annaba,Annaba,Tell/Coastal,20200817,6.7896,7.0294,6.3965,2.49,2.8,27.15,69.48,0.04
Annaba,Annaba,Tell/Coastal,20200818,7.0459,7.1275,7.2516,2.65,2.99,27.17,67.44,0.0
Annaba,Annaba,Tell/Coastal,20200819,7.0442,7.2468,7.2521,3.58,4.41,27.57,65.6,0.0
Annaba,Annaba,Tell/Coastal,20200820,6.5573,7.0476,5.3822,4.32,5.67,28.64,68.93,0.0
Annaba,Annaba,Tell/Coastal,20200821,5.8387,6.8309,3.7176,2.84,4.09,29.59,66.81,0.0
Annaba,Annaba,Tell/Coastal,20200822,6.4954,6.6096,5.0489,3.33,4.17,27.78,83.38,0.0
Annaba,Annaba,Tell/Coastal,20200823,6.4752,7.1417,6.9127,4.01,4.71,27.42,74.38,0.0
Annaba,Annaba,Tell/Coastal,20200824,7.1208,7.1532,8.8903,3.19,3.57,26.74,61.46,0.06
Annaba,Annaba,Tell/Coastal,20200825,7.2442,7.2684,9.4656,2.83,3.09,26.72,59.76,0.03
Annaba,Annaba,Tell/Coastal,20200826,7.3181,7.3354,10.0594,3.06,3.32,26.53,60.54,0.0
Annaba,Annaba,Tell/Coastal,20200827,7.2533,7.3294,9.6281,2.66,3.07,27.1,62.06,0.0
Annaba,Annaba,Tell/Coastal,20200828,6.3922,7.0306,6.3607,3.27,4.51,29.98,51.82,0.01
Annaba,Annaba,Tell/Coastal,20200829,6.69,6.9552,6.7699,3.97,5.48,30.59,44.85,0.0
Annaba,Annaba,Tell/Coastal,20200830,5.5109,6.4522,3.6396,4.58,5.24,26.86,67.13,1.52
Annaba,Annaba,Tell/Coastal,20200831,3.3262,6.4848,2.0806,5.96,6.89,24.4,70.94,6.32
Annaba,Annaba,Tell/Coastal,20200901,6.659,7.0781,7.3615,4.89,5.58,24.64,59.04,0.0
Annaba,Annaba,Tell/Coastal,20200902,4.1633,6.2383,2.2174,5.07,5.93,24.47,68.32,0.44
Annaba,Annaba,Tell/Coastal,20200903,3.5594,6.5782,0.4865,2.95,3.28,24.49,61.97,0.13
Annaba,Annaba,Tell/Coastal,20200904,6.0254,6.5818,6.6314,3.3,3.75,24.92,62.06,0.05
Annaba,Annaba,Tell/Coastal,20200905,5.327,6.4706,4.193,4.07,5.03,26.14,70.68,0.91
Annaba,Annaba,Tell/Coastal,20200906,5.2555,6.3979,4.6558,3.39,3.88,24.83,73.73,2.6
Annaba,Annaba,Tell/Coastal,20200907,5.8574,6.6,6.4548,3.19,3.54,24.99,68.55,1.5
Annaba,Annaba,Tell/Coastal,20200908,3.9036,6.1402,2.0832,3.11,3.6,25.07,74.93,3.4
Annaba,Annaba,Tell/Coastal,20200909,4.9553,6.1042,3.521,3.37,3.97,26.44,74.59,1.75
Annaba,Annaba,Tell/Coastal,20200910,2.8817,5.8001,0.6667,4.71,5.78,24.55,79.28,51.25
Annaba,Annaba,Tell/Coastal,20200911,4.3046,6.2376,3.8986,5.58,6.86,24.11,75.04,6.63
Annaba,Annaba,Tell/Coastal,20200912,3.8225,6.2292,2.8313,5.25,6.48,24.33,77.57,3.05
Annaba,Annaba,Tell/Coastal,20200913,4.0726,6.0418,2.857,3.13,3.76,24.54,76.9,6.61
Annaba,Annaba,Tell/Coastal,20200914,4.8041,5.802,3.6934,2.06,2.31,24.43,77.48,3.07
Annaba,Annaba,Tell/Coastal,20200915,5.4578,5.9681,5.3522,1.66,2.02,25.42,74.75,0.07
Annaba,Annaba,Tell/Coastal,20200916,5.9676,6.0511,7.3181,2.22,2.58,25.43,69.95,0.06
Annaba,Annaba,Tell/Coastal,20200917,5.706,6.0401,6.1903,2.8,3.21,25.21,66.59,0.0
Annaba,Annaba,Tell/Coastal,20200918,5.6148,5.795,5.9443,3.56,4.47,25.8,68.7,0.0
Annaba,Annaba,Tell/Coastal,20200919,5.4706,5.6527,5.315,2.88,3.81,27.25,72.67,0.13
Annaba,Annaba,Tell/Coastal,20200920,5.2152,5.5404,4.776,2.86,3.4,25.52,76.56,0.69
Annaba,Annaba,Tell/Coastal,20200921,3.4836,5.2985,0.4385,2.04,2.25,25.05,73.68,0.61
Annaba,Annaba,Tell/Coastal,20200922,4.1357,5.2121,1.3666,1.81,1.92,24.24,73.29,0.14
Annaba,Annaba,Tell/Coastal,20200923,3.4735,5.2164,0.8772,2.23,2.69,24.89,71.74,0.52
Annaba,Annaba,Tell/Coastal,20200924,4.7976,5.497,3.9247,3.28,4.18,25.83,64.38,0.0
Annaba,Annaba,Tell/Coastal,20200925,3.9715,5.3969,2.3952,8.69,10.64,25.18,62.6,0.06
Annaba,Annaba,Tell/Coastal,20200926,4.0015,5.7715,2.9446,7.64,9.22,21.41,61.5,0.3
Annaba,Annaba,Tell/Coastal,20200927,3.318,5.5997,3.2777,7.32,8.96,20.53,66.09,2.11
Annaba,Annaba,Tell/Coastal,20200928,5.7442,5.7715,8.4154,3.62,4.11,21.34,61.0,0.0
Annaba,Annaba,Tell/Coastal,20200929,5.8486,5.8822,9.1366,3.17,3.65,22.5,57.55,0.0
Annaba,Annaba,Tell/Coastal,20200930,5.1233,5.4209,5.7986,2.96,3.31,23.32,66.5,0.0
Annaba,Annaba,Tell/Coastal,20201001,4.1285,5.1756,2.261,2.01,2.18,22.15,69.97,0.0
Annaba,Annaba,Tell/Coastal,20201002,5.0162,5.2716,5.1094,3.8,5.11,25.21,58.24,0.0
Annaba,Annaba,Tell/Coastal,20201003,3.9194,5.1648,4.1467,6.5,7.75,21.04,73.55,0.51
Annaba,Annaba,Tell/Coastal,20201004,5.2843,5.358,7.2245,3.95,4.53,20.99,59.75,0.0
Annaba,Annaba,Tell/Coastal,20201005,2.3496,5.0671,0.4145,3.84,4.76,21.42,70.09,0.27
Annaba,Annaba,Tell/Coastal,20201006,3.2446,5.4118,3.4874,2.85,3.23,21.23,63.28,0.02
Annaba,Annaba,Tell/Coastal,20201007,4.4712,5.2082,4.2622,4.25,5.15,22.01,69.69,0.09
Annaba,Annaba,Tell/Coastal,20201008,4.0073,5.1146,4.7974,3.53,4.16,21.73,70.37,0.28
Annaba,Annaba,Tell/Coastal,20201009,5.1113,5.2066,7.9975,2.47,2.7,21.31,70.97,0.01
Annaba,Annaba,Tell/Coastal,20201010,4.9759,5.0417,7.3961,1.99,2.15,21.65,70.55,0.0
Annaba,Annaba,Tell/Coastal,20201011,3.3362,4.6543,2.9414,4.59,5.38,19.6,77.76,13.37
Annaba,Annaba,Tell/Coastal,20201012,3.2254,5.0671,2.9762,10.05,12.28,18.24,67.56,2.74
Annaba,Annaba,Tell/Coastal,20201013,4.921,5.0681,7.4016,5.16,6.35,19.57,63.21,0.15
Annaba,Annaba,Tell/Coastal,20201014,4.309,4.9814,4.6154,4.05,5.23,21.15,58.12,0.44
Annaba,Annaba,Tell/Coastal,20201015,3.9029,4.9598,4.9834,6.3,7.83,19.51,64.48,0.87
Annaba,Annaba,Tell/Coastal,20201016,3.6521,4.9418,4.8446,4.12,4.97,18.63,60.89,0.17
Annaba,Annaba,Tell/Coastal,20201017,4.7887,4.89,7.4695,3.26,3.71,18.79,60.88,0.01
Annaba,Annaba,Tell/Coastal,20201018,4.6534,4.7909,7.2046,3.16,3.58,18.94,66.46,0.0
Annaba,Annaba,Tell/Coastal,20201019,4.854,4.8708,8.3628,3.15,3.64,19.6,63.25,0.0
Annaba,Annaba,Tell/Coastal,20201020,4.74,4.7479,7.8624,3.75,4.93,21.05,57.77,0.0
Annaba,Annaba,Tell/Coastal,20201021,4.7434,4.7532,7.8158,4.38,5.65,20.84,58.18,0.0
Annaba,Annaba,Tell/Coastal,20201022,4.1083,4.3987,3.7771,4.31,5.92,22.36,57.51,0.0
Annaba,Annaba,Tell/Coastal,20201023,3.9235,4.025,3.9941,4.2,5.39,21.38,74.82,0.8
Annaba,Annaba,Tell/Coastal,20201024,2.2666,4.2379,0.8806,5.2,6.49,20.07,77.72,1.9
Annaba,Annaba,Tell/Coastal,20201025,4.4064,4.5929,7.5823,3.71,4.42,19.65,69.55,0.01
Annaba,Annaba,Tell/Coastal,20201026,4.3877,4.4578,7.0296,6.85,8.5,19.48,63.77,4.72
Annaba,Annaba,Tell/Coastal,20201027,3.2374,4.3565,3.8246,6.94,8.78,18.6,62.51,0.5
Annaba,Annaba,Tell/Coastal,20201028,3.3065,4.3222,5.0134,4.45,5.43,19.01,66.0,0.01
Annaba,Annaba,Tell/Coastal,20201029,4.2187,4.2629,7.2612,3.15,3.65,19.17,73.82,0.02
Annaba,Annaba,Tell/Coastal,20201030,4.2228,4.2638,7.6085,2.25,2.51,18.95,72.02,0.01
Annaba,Annaba,Tell/Coastal,20201031,4.2394,4.2538,7.9894,2.65,3.02,18.92,74.31,0.01
Annaba,Annaba,Tell/Coastal,20201101,4.1064,4.2125,7.4938,1.96,2.14,18.93,79.05,0.0
Annaba,Annaba,Tell/Coastal,20201102,4.1741,4.1842,7.9934,2.71,3.27,19.29,74.17,0.0
Annaba,Annaba,Tell/Coastal,20201103,3.9002,4.0106,6.7363,2.33,2.85,19.86,71.16,0.0
Annaba,Annaba,Tell/Coastal,20201104,3.3535,3.8844,4.0147,2.36,2.8,19.6,82.53,0.03
Annaba,Annaba,Tell/Coastal,20201105,3.0281,3.7085,2.4132,3.04,3.86,20.08,76.7,0.01
